Model,Class,Q,e,i,H6,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25.5
All,SS,5.5,0.5,90,,,,,,,,,,,,,,,,,,
All,SS,5.5,0.5,180,,,,,,,,,,,,,,,,,,
All,SS,5.5,0.7,2,,,,,2,12,22,30,22,24,12,,,,,,,
All,SS,5.5,0.7,5,,,,,4.89897948556636,19.5959179422654,60.4207469886517,53.8887743412299,44.0908153700972,42.4578222082418,21.2289111041209,,,,,,,
All,SS,5.5,0.7,10,,,3.57770876399966,2.5298221281347,8.85437744847146,29.0929544735491,88.5437744847146,94.8683298050514,83.4841302284452,78.4244859721758,43.00697617829,,,,,,,
All,SS,5.5,0.7,15,,,1.78885438199983,1.26491106406735,16.4438438328756,29.0929544735491,88.5437744847146,120.166551086398,106.252529381658,108.782351509792,48.0666204345594,,,,,,,
All,SS,5.5,0.7,20,,,1.78885438199983,1.26491106406735,8.85437744847146,22.7683991532123,78.4244859721758,112.577084701994,82.2192191643779,87.2788634206473,40.4771540501553,,,,,,,
All,SS,5.5,0.7,25,,,,2.5298221281347,8.85437744847146,31.6227766016838,54.3911757548961,92.3385076769167,74.6297527799738,69.5701085237043,16.4438438328756,,,,,,,
All,SS,5.5,0.7,30,,,0.894427190999916,1.26491106406735,7.58946638440411,18.9736659610103,51.8613536267614,67.0402863955696,37.9473319220206,48.0666204345594,17.7087548969429,,,,,,,
All,SS,5.5,0.7,40,,,,0.894427190999916,6.26099033699941,11.6275534829989,25.9383885389976,37.5659420219965,33.9882332579968,30.4105244939971,17.8885438199983,,,,,,,
All,SS,5.5,0.7,60,,,,0.632455532033676,,1.89736659610103,5.05964425626941,5.05964425626941,6.95701085237044,5.05964425626941,3.16227766016838,,,,,,,
All,SS,5.5,0.7,90,,,,,,,,,,,,,,,,,,
All,SS,5.5,0.7,180,,,,,,,0.298142396999972,,,,,,,,,,,
All,SS,5.5,0.9,2,,,,,,,4.24264068711928,25.4558441227157,29.698484809835,15.556349186104,8.48528137423857,,,,,,,
All,SS,5.5,0.9,5,,,,1.15470053837925,1.15470053837925,8.08290376865476,17.3205080756888,39.2598183048945,30.0222139978605,43.8786204584115,13.856406460551,,,,,,,
All,SS,5.5,0.9,10,,,0.632455532033676,,3.57770876399966,8.94427190999916,30.4105244939971,76.0263112349928,71.5541752799933,66.1876121339938,33.9882332579968,,,,,,,
All,SS,5.5,0.9,15,,,0.632455532033676,2.68328157299975,3.57770876399966,10.733126291999,27.7272429209974,81.3928743809923,76.0263112349928,65.2931849429939,38.4603692129964,,,,,,,
All,SS,5.5,0.9,20,,,,,2.68328157299975,16.9941166289984,22.3606797749979,80.4984471899924,78.7095928079926,77.8151656169927,42.038077976996,,,,,,,
All,SS,5.5,0.9,25,,,,,2.68328157299975,7.15541752799933,21.466252583998,50.0879226959953,62.6099033699941,52.771204268995,21.466252583998,,,,,,,
All,SS,5.5,0.9,30,,,,,2.68328157299975,7.15541752799933,12.5219806739988,54.5600586509949,46.5102139319956,30.4105244939971,16.9941166289984,,,,,,,
All,SS,5.5,0.9,40,,,,1.26491106406735,0.632455532033676,1.26491106406735,6.32455532033676,25.9306768133807,19.606121493044,24.6657657493134,9.48683298050514,,,,,,,
All,SS,5.5,0.9,60,,,,,0.447213595499958,1.34164078649987,0.447213595499958,2.68328157299975,4.91934955049954,3.57770876399966,0.447213595499958,,,,,,,
All,SS,5.5,0.9,90,,,,,,,,,,,,,,,,,,
All,SS,5.5,0.9,180,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,2,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,5,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,10,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,15,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,20,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,25,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,30,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,40,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,60,,,,,,,0.223606797749979,,,,,,,,,,,
All,SS,5.5,1.1,90,,,,,,,,,,,,,,,,,,
All,SS,5.5,1.1,180,,,,,,,0.105409255338946,,,,,,,,,,,
All,SS,10,0.1,2,,,,2.90593262902712,10.1707642015949,26.153393661244,55.2127199515152,50.8538210079745,21.7944947177034,1.45296631451356,,,,,,,,
All,SS,10,0.1,5,,,,3.55902608401044,21.3541565040626,48.6400231481426,104.398098464306,142.361043360417,48.6400231481426,10.6770782520313,,,,,,1.18634202800348,,2.90593262902712
All,SS,10,0.1,10,,,0.649786289653931,5.51361950083609,24.8112877537624,84.5421656794867,211.355414198717,215.95009711608,75.3527998447599,32.1627804215439,6.43255608430877,5.51361950083609,3.67574633389073,17.4597950859809,15.6219219190356,25.7302243372351,42.2710828397434,96.0394980473408
All,SS,10,0.1,15,0.375154289247425,,1.29957257930786,2.75680975041804,27.5680975041804,112.110263183667,235.247765369006,259.140116539296,89.1368485968501,26.6491609207078,11.0272390016722,14.7029853355629,17.4597950859809,39.5142730893253,53.2983218414155,62.4876876761423,107.515580266304,275.36324830761
All,SS,10,0.1,20,,,2.59914515861572,4.59468291736341,22.973414586817,88.2179120133774,224.220526367334,214.112223949135,82.7042925125413,22.973414586817,8.27042925125413,17.4597950859809,16.5408585025083,45.0278925901614,49.6225755075248,76.2717364282326,114.867072934085,348.143180421611
All,SS,10,0.1,25,0.375154289247425,,,4.59468291736341,15.6219219190356,64.3255608430877,171.841141109391,204.003921530935,67.0823705935057,16.5408585025083,7.35149266778145,10.1083024181995,17.4597950859809,24.8112877537624,44.1089560066887,66.1634340100331,86.3800388464321,247.601830903301
All,SS,10,0.1,30,,,0.649786289653931,1.83787316694536,10.1083024181995,52.3793852579428,113.948136350613,113.948136350613,60.649814509197,15.6219219190356,3.67574633389073,6.43255608430877,9.18936583472681,11.9461755851449,15.6219219190356,29.4059706711258,40.433209672798,114.046903931217
All,SS,10,0.1,40,,,,1.29957257930786,9.09700805515503,29.2403830344269,68.8773467033167,57.1811934895459,25.9914515861572,7.14764918619324,0.649786289653931,1.94935886896179,2.59914515861572,6.49786289653931,2.59914515861572,5.84807660688538,12.9957257930786,33.9550901655134
All,SS,10,0.1,60,,,,,1.83787316694536,8.27042925125413,13.3245804603539,16.5408585025083,2.75680975041804,0.918936583472681,,0.459468291736341,,0.459468291736341,0.918936583472681,,,1.5006171569897
All,SS,10,0.1,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,10,0.2,2,,,,,4.12310562561766,15.1180539605981,71.4671641773728,125.067537310402,42.6054247980492,12.369316876853,,,,,,,,
All,SS,10,0.2,5,,,,3.36650164612069,15.7103410152299,43.764521399569,182.913256105891,242.38811852069,89.7733772298851,22.4433443074713,1.12216721537356,,,,,,,
All,SS,10,0.2,10,,,1.84390889145858,8.69226987360353,33.0306255196934,108.653373420044,315.529396411808,442.43653656642,183.406894333035,48.6767112921798,4.34613493680177,1.73845397472071,2.60768096208106,10.4307238483242,14.776858785126,15.6460857724864,25.2075826334502,66.7137611436046
All,SS,10,0.2,15,,,3.68781778291716,6.08458891152247,34.7690794944141,132.122502078774,378.113739501754,472.859481124032,186.014575295116,41.722895393297,13.0384048104053,8.69226987360353,15.6460857724864,27.8152635955313,40.8536684059366,66.9304780267472,96.4841955969992,222.142630190939
All,SS,10,0.2,20,,,,6.08458891152247,24.3383556460899,111.261054382125,312.921715449727,447.651898490582,160.806992661665,56.499754178423,12.1691778230449,15.6460857724864,15.6460857724864,33.0306255196934,46.9382573174591,80.8381098245128,105.176465470603,257.62867335243
All,SS,10,0.2,25,,,1.22927259430572,3.47690794944141,24.3383556460899,70.4073859761886,279.021862942673,360.729199754547,131.253275091413,34.7690794944141,11.2999508356846,8.69226987360353,14.776858785126,16.5153127598467,27.8152635955313,49.5459382795401,71.276612963549,209.367654652802
All,SS,10,0.2,30,,,1.22927259430572,2.60768096208106,13.0384048104053,52.1536192416212,162.545446636386,204.268342029683,90.3996066854767,15.6460857724864,3.47690794944141,4.34613493680177,6.95381589888283,6.95381589888283,13.9076317977657,19.1229937219278,37.3767604564952,86.58594531404
All,SS,10,0.2,40,,,1.30384048104053,1.84390889145858,6.76099926868145,29.5025422633372,109.405260893209,124.156532024878,48.5562674750759,15.9805437259743,1.84390889145858,0.614636297152859,2.45854518861144,2.45854518861144,4.30245408007001,7.37563556583431,10.4488170515986,29.6090576732238
All,SS,10,0.2,60,,,,1.30384048104053,1.73845397472071,3.91152144312159,16.9499262535269,19.5576072156079,9.12688336728371,1.30384048104053,,0.434613493680177,,,0.434613493680177,,,1.41944172645967
All,SS,10,0.2,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,10,0.3,2,,,0.912870929175277,3.87298334620742,10.3279555898864,38.7298334620742,89.0786169627706,166.538283886919,67.1317113342619,10.3279555898864,1.29099444873581,,,,,,,
All,SS,10,0.3,5,,,0.74535599249993,6.32455532033676,13.703203194063,55.8669053296414,181.303919182987,336.255524531238,133.869754280461,27.406406388126,3.16227766016838,,,,,,,
All,SS,10,0.3,10,,,1.73205080756888,5.71547606649408,18.7794213613377,95.530099968544,359.258495608199,634.417843380843,306.186217847897,71.0352025407122,4.08248290463863,,0.816496580927726,4.08248290463863,4.08248290463863,6.53197264742181,13.8804418757713,26
All,SS,10,0.3,15,,,0.577350269189626,4.89897948556636,31.0268700752536,106.961052101532,422.128732339634,740.562398901448,308.635707590681,58.7877538267963,8.16496580927726,4.89897948556636,8.16496580927726,8.98146239020499,22.0454076850486,24.4948974278318,40.0083324654586,88
All,SS,10,0.3,20,,1.15470053837925,3.46410161513776,4.08248290463863,35.9258495608199,113.493024748954,360.074992189127,614.821925438578,299.654245200475,65.3197264742181,8.98146239020499,4.08248290463863,8.16496580927726,10.6144555520604,17.96292478041,34.2928563989645,38.3753393036031,111.333333333333
All,SS,10,0.3,25,,,0.577350269189626,8.16496580927726,27.7608837515427,84.9156444164835,319.250163142741,460.504071643238,226.986049497908,52.2557811793745,10.6144555520604,4.08248290463863,2.44948974278318,10.6144555520604,10.6144555520604,17.1464281994822,22.0454076850486,71.3333333333333
All,SS,10,0.3,30,,0.577350269189626,0.577350269189626,4.08248290463863,12.2474487139159,55.5217675030854,153.501357214413,310.268700752536,111.043535006171,40.0083324654586,4.08248290463863,1.63299316185545,1.63299316185545,5.71547606649408,6.53197264742181,10.6144555520604,11.4309521329882,34.6666666666667
All,SS,10,0.3,40,,0.408248290463863,,2.3094010767585,8.66025403784439,45.0333209967908,115.470053837925,165.699527257423,82.5610884941165,16.7431578064991,0.577350269189626,,0.577350269189626,0.577350269189626,1.73205080756888,3.46410161513776,2.88675134594813,11.7851130197758
All,SS,10,0.3,60,,,0.288675134594813,,2.04124145231932,6.12372435695795,11.839200423452,29.3938769133981,16.7381799090184,3.67423461417477,,,,0.408248290463863,,0.408248290463863,0.408248290463863,0.333333333333333
All,SS,10,0.3,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,10,0.4,2,,,1.69967317119759,1.20185042515466,10.816653826392,19.2296068024746,99.753585287837,195.90161930021,117.781341665157,19.2296068024746,,,,,,,,
All,SS,10,0.4,5,,,,8.83176086632784,21.588748784357,62.8036328272202,182.523057904109,367.990036096993,208.037033740167,38.2709637540873,5.8878405775519,,,,,,,
All,SS,10,0.4,10,0.310316445417088,,1.07496769977314,10.6416373009253,26.6040932523132,126.939530661037,365.61625298179,655.980927907037,404.382217435161,89.6938001077989,4.56070170039655,0.760116950066092,,,1.52023390013218,,3.04046780026437,3.72379734500505
All,SS,10,0.4,15,0.310316445417088,,0.53748384988657,6.08093560052874,28.1243271524454,107.176489959319,404.382217435161,768.478236516819,437.827363238069,85.1330984074023,8.36128645072701,,,,1.52023390013218,1.52023390013218,6.84105255059483,11.1713920350152
All,SS,10,0.4,20,,,0.53748384988657,9.1214034007931,39.5260814034368,122.378828960641,389.939995383905,716.030166962259,410.46315303569,82.0926306071379,8.36128645072701,0.760116950066092,1.52023390013218,3.04046780026437,1.52023390013218,1.52023390013218,6.08093560052874,13.0332907075177
All,SS,10,0.4,25,,,0.53748384988657,6.84105255059483,22.0433915519167,102.615788258922,283.523622374652,550.324671847851,297.965844425908,76.0116950066092,3.04046780026437,,0.760116950066092,0.760116950066092,1.52023390013218,3.04046780026437,4.56070170039655,6.82696179917593
All,SS,10,0.4,30,,,0.53748384988657,3.80058475033046,12.9219881511236,72.2111102562787,178.627483265532,380.058475033046,192.309588366721,40.2861983535029,5.32081865046264,,,0.760116950066092,,0.760116950066092,0.760116950066092,3.10316445417088
All,SS,10,0.4,40,,,0.760116950066092,1.61245154965971,12.3621285473911,31.7115471433076,101.584447628562,219.830894603607,116.096511575499,30.6365794435345,0.53748384988657,,0.53748384988657,,,0.53748384988657,0.53748384988657,2.19426862868128
All,SS,10,0.4,60,,,0.268741924943285,0.380058475033046,2.66040932523132,7.22111102562787,15.2023390013218,32.685028852842,16.342514426421,4.56070170039655,0.380058475033046,,,,,,,
All,SS,10,0.4,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,10,0.5,2,,,,3.3166247903554,7.73879117749594,18.7942071453473,81.8100781620999,187.942071453473,118.292950856009,17.6886655485621,2.21108319357027,,,,,,,
All,SS,10,0.5,5,,,1.27656947700845,3.61068373539376,19.8587605446657,57.7709397663002,136.303311011114,361.971044473225,276.217305757623,47.8415594939673,3.61068373539376,,,,,,,
All,SS,10,0.5,10,,,2.47206616236522,9.08967668414131,30.0658536475443,104.181678918235,329.325978325428,669.140045132557,476.159217069249,103.482473019455,5.59364719024081,,,,,,,
All,SS,10,0.5,15,,,1.48323969741913,9.08967668414131,28.6674418499841,113.970561501156,327.228360629087,781.712194836153,538.388542060678,137.0443561609,8.39047078536121,,,,,,,
All,SS,10,0.5,20,,0.494413232473044,1.97765292989218,11.1872943804816,23.0737946597433,94.3927963353136,292.967271588862,692.2138397923,520.908394591175,116.068179197497,6.29285308902091,,,,,,,0.57089922571845
All,SS,10,0.5,25,,0.494413232473044,2.47206616236522,7.69126488658111,25.8706182548637,79.7094724609315,250.315711763276,513.916335603374,367.782302758333,72.7174134731305,10.4880884817015,,,,,,,
All,SS,10,0.5,30,,,,3.49602949390051,20.976176963403,44.7491775219265,139.84117975602,361.489449669312,250.315711763276,48.245207015827,5.59364719024081,,,,,,,
All,SS,10,0.5,40,,,0.349602949390051,0.988826464946088,9.88826464946088,26.6983145535444,84.5446627528906,201.226185616529,134.480399232668,35.5977527380592,2.96647939483827,,,,,,,
All,SS,10,0.5,60,,,,,1.04880884817015,8.39047078536121,17.4801474695025,36.3587067365653,22.3745887609632,5.24404424085076,,,,,,,,
All,SS,10,0.5,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.5,180,,0.11653431646335,0.11653431646335,,,0.164804410824348,,,,,,,,,,,,
All,SS,10,0.7,2,,,0.471404520791032,,4,24.6666666666667,78.6666666666667,212,253.333333333333,53.3333333333333,5.33333333333333,,,,,,,
All,SS,10,0.7,5,,,0.384900179459751,3.81031737766272,14.1526074027473,52.8001122333263,156.767343538123,474.656679045985,448.528788456297,112.132197114074,7.07630370137363,,,,,,,
All,SS,10,0.7,10,,0.894427190999916,2.98142396999972,9.69765149118303,30.7795025589722,80.9543081003105,289.664633671424,783.823222700402,904.411410808156,233.165272809749,21.0818510677892,,,,,,,
All,SS,10,0.7,15,,0.298142396999972,5.06842074899952,8.43274042711568,34.5742357511743,91.9168706555609,315.384491974126,904.411410808156,984.1008078444,271.955878774481,18.5520289396545,,,,,,,
All,SS,10,0.7,20,,0.298142396999972,1.78885438199983,4.21637021355784,31.6227766016838,92.3385076769167,269.426056646346,822.192191643779,912.422514213916,224.732532382633,15.1789327688082,,,,,,,
All,SS,10,0.7,25,,0.298142396999972,0.596284793999944,8.01110340575989,20.6602140464334,68.7268344809928,225.154169403989,643.418094588926,706.663647792294,156.848971944352,12.6491106406735,,,,,,,
All,SS,10,0.7,30,,,1.49071198499986,2.5298221281347,12.6491106406735,41.7420651142226,147.151320453169,409.409547736466,475.184923067968,113.841995766062,8.01110340575989,,,,,,,
All,SS,10,0.7,40,,,,2.68328157299975,8.64612951299919,26.5346733329975,82.2873015719923,259.383885389976,270.713296475975,66.4857545309937,4.77027835199955,,,,,,,
All,SS,10,0.7,60,,,0.149071198499986,0.632455532033676,0.843274042711568,4.00555170287995,14.5464772367745,41.1096095821889,47.2233463918478,12.2274736193177,0.843274042711568,,,,,,,
All,SS,10,0.7,90,,,,,,,,,,,,,,,,,,
All,SS,10,0.7,180,,,,0.0993807989999907,,,0.198761597999981,,,,,,,,,,,
All,SS,10,0.9,2,,,,,0.942809041582063,2.82842712474619,13.1993265821489,43.3692159127749,56.0971379741328,32.5269119345812,2.82842712474619,,,,,,,
All,SS,10,0.9,5,,,0.272165526975909,0.38490017945975,1.539600717839,6.92820323027551,21.9393102292058,76.2102355330306,133.945262451993,53.1162247654456,8.46780394811451,,,,,,,
All,SS,10,0.9,10,,0.210818510677892,0.632455532033676,2.0869967789998,3.57770876399966,14.6089774529986,40.8455083889962,148.176771308986,247.756331906977,108.82197490499,11.3294110859989,,,,,,,
All,SS,10,0.9,15,,,0.843274042711568,1.49071198499986,4.77027835199955,11.031268688999,44.7213595499958,171.431878274984,268.030014902975,135.058505840987,12.5219806739988,,,,,,,
All,SS,10,0.9,20,,0.210818510677892,,1.49071198499986,3.87585116099963,11.3294110859989,47.4046411229955,154.139619248985,252.824752655976,108.82197490499,16.0996894379985,,,,,,,
All,SS,10,0.9,25,,,0.210818510677892,0.596284793999944,2.98142396999972,7.4535599249993,33.9882332579968,115.679250035989,183.655716551983,88.5482919089917,9.24241430699913,,,,,,,
All,SS,10,0.9,30,,,0.421637021355784,0.298142396999972,1.78885438199983,4.17399355799961,17.5904014229983,76.3244536319928,115.082965241989,56.6470554299947,4.47213595499958,,,,,,,
All,SS,10,0.9,40,,0.149071198499986,0.447213595499958,,1.68654808542314,4.21637021355784,11.5950180872841,51.2288980947277,89.1762300167483,35.8391468152416,5.05964425626941,,,,,,,
All,SS,10,0.9,60,,,,0.298142396999972,,0.447213595499958,1.78885438199983,9.5405567039991,12.6710518724988,6.70820393249937,0.596284793999944,,,,,,,
All,SS,10,0.9,90,,,,0.121716123890037,0.243432247780074,0.121716123890037,,,0.121716123890037,,,,,,,,,
All,SS,10,0.9,180,,,,0.0702728368926306,0.0702728368926306,,,,,,,,,,,,,
All,SS,10,1.1,2,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,5,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,10,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,15,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,20,,,,0.149071198499986,,,,,,,,,,,,,,
All,SS,10,1.1,25,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,30,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,40,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,60,,,,,,,,,,,,,,,,,,
All,SS,10,1.1,90,,,,,0.0608580619450184,,,,,,,,,,,,,
All,SS,10,1.1,180,,,0.0248451997499977,0.0702728368926306,,,,,,,,,,,,,,
All,SS,20,0.1,2,,,0.689202437604511,0.974679434480897,4.87339717240448,11.6961532137708,38.012497944755,15.5948709516943,,,,,,,,,,
All,SS,20,0.1,5,,,0.562731433871138,7.16240183178799,12.7331588120675,45.3618782679906,95.4986910905066,33.4245418816773,,,,,,,,,,
All,SS,20,0.1,10,,,1.3076696830622,6.16441400296898,40.0686910192984,74.5894094359246,154.726791474521,66.575671232065,,,,,,,,,,
All,SS,20,0.1,15,,,1.74355957741627,8.01373820385967,33.2878356160325,96.781299846613,189.247509891148,57.3290502276115,,,,,,,,,,
All,SS,20,0.1,20,,,0.871779788708135,14.7945936071255,38.2193668184077,88.1511202424564,143.630846269177,73.3565266353308,,,,,,,,,,
All,SS,20,0.1,25,,,2.17944947177034,12.328828005938,22.8083318109852,60.411257229096,117.740307456707,41.918015220189,,,,,,,,,,
All,SS,20,0.1,30,,,0.871779788708135,5.54797260267208,13.5617108065318,40.0686910192984,81.3702648391905,29.5891872142511,,,,,,,,,,
All,SS,20,0.1,40,,,0.308220700148449,2.17944947177034,10.8972473588517,28.3328431330144,41.4095399636364,13.9484766193302,,,,,,,,,,1.06770782520313
All,SS,20,0.1,60,,,,0.308220700148449,1.2328828005938,4.31508980207828,9.55484170460192,2.46576560118759,,,,,,,,,,
All,SS,20,0.1,90,,,,,,,,,,,,,,,,,,
All,SS,20,0.1,180,,,,,,,,,,,,,,,,,,
All,SS,20,0.2,2,,,1.30384048104053,2.76586333718787,9.21954445729289,14.7512711316686,40.5659956120887,18.4390889145858,,,,,,,,,,
All,SS,20,0.2,5,,,1.59687194226713,6.77495387438173,13.5499077487635,40.6497232462904,67.7495387438173,27.852588150236,,,,,,,,,,
All,SS,20,0.2,10,,0.412310562561766,2.4738633753706,7.58023746329889,29.1547594742265,60.6418997063911,104.957134107215,48.9799959167005,,,,,,,,,,
All,SS,20,0.2,15,,,2.06155281280883,9.91261822123701,34.4026161795873,73.4699938750508,118.36832346536,62.3911852748447,,,,,,,,,,
All,SS,20,0.2,20,,,2.88617393793236,7.58023746329889,25.6561883373193,82.7995169068033,116.619037896906,55.3940430010304,,,,,,,,,,
All,SS,20,0.2,25,,0.824621125123532,1.64924225024706,5.8309518948453,24.4899979583503,61.2249948958757,81.6333265278342,48.9799959167005,,,,,,,,,,
All,SS,20,0.2,30,,0.412310562561766,0.824621125123532,3.49857113690718,17.4928556845359,32.0702354216492,66.4728516012364,25.6561883373193,,,,,,,,,,
All,SS,20,0.2,40,,,0.874642784226795,3.7107950630559,11.1323851891677,21.0278386906501,39.1695034433678,16.4924225024706,,,,,,,,,,
All,SS,20,0.2,60,,,0.412310562561766,0.291547594742265,,4.66476151587624,5.8309518948453,3.49857113690718,,,,,,,,,,
All,SS,20,0.2,90,,,,,,,,,,,,,,,,,,
All,SS,20,0.2,180,,,,,,,,,,,,,,,,,,
All,SS,20,0.3,2,,,1.22474487139159,1.73205080756888,13.856406460551,15.5884572681199,28.5788383248865,13.856406460551,,,,,,,,,,
All,SS,20,0.3,5,,,1.5,4.24264068711929,12.7279220613579,38.1837661840736,52.3259018078045,19.7989898732233,,,,,,,,,,
All,SS,20,0.3,10,,,2.32379000772445,6.02494813255683,28.4815729902686,62.4403715555889,80.5152159532594,49.295030175465,,,,,,,,,,
All,SS,20,0.3,15,,,1.54919333848297,10.4067285925982,29.577018105279,56.9631459805373,98.5900603509299,43.8178046004133,,,,,,,,,,
All,SS,20,0.3,20,,0.774596669241484,3.48568501158668,8.76356092008266,29.577018105279,54.2245331930115,88.1833317583318,41.0791918128875,,,,,,,,,,
All,SS,20,0.3,25,,0.387298334620742,1.54919333848297,6.02494813255683,24.0997925302273,44.3655271579185,69.5607648031561,33.9587985653203,,,,,,,,,,
All,SS,20,0.3,30,,,1.93649167310371,1.6431676725155,18.0748443976705,21.9089023002066,48.7473076179598,24.0997925302273,,,,,,,,,,
All,SS,20,0.3,40,,0.273861278752583,1.09544511501033,4.26028168082816,8.90786169627706,17.8157233925541,25.1743917503482,12.7808450424845,,,,,,,,,,
All,SS,20,0.3,60,,,0.193649167310371,0.273861278752583,1.09544511501033,3.01247406627841,3.286335345031,1.6431676725155,,,,,,,,,,
All,SS,20,0.3,90,,,,0.223606797749979,,,,,,,,,,,,,,
All,SS,20,0.3,180,,,,,,,,,,,,,,,,,,
All,SS,20,0.4,2,,,0.570087712549569,2.41867732448956,6.44980619863884,10.4809350727881,13.7058381721075,11.287160847618,,,,,,,,,,
All,SS,20,0.4,5,,,0.465474668125631,1.97484176581315,15.7987341265052,19.7484176581315,34.8888711960323,17.7735758923183,,,,,,,,,,
All,SS,20,0.4,10,,,2.16333076527839,9.17823512446701,16.8267643948562,42.8317639141794,61.1882341631134,33.6535287897124,,,,,,,,,,
All,SS,20,0.4,15,,0.721110255092798,3.24499614791759,7.64852927038917,21.925783908449,36.712940497868,81.5843122174845,32.1238229356345,,,,,,,,,,
All,SS,20,0.4,20,,0.360555127546399,1.4422205101856,7.64852927038917,15.8069604921376,46.9109795250536,66.2872536767062,38.7525483033051,,,,,,,,,,
All,SS,20,0.4,25,,0.360555127546399,2.52388589282479,6.62872536767062,12.747548783982,29.0644112274789,53.0298029413649,24.4752936652454,,,,,,,,,,
All,SS,20,0.4,30,,,1.80277563773199,2.54950975679639,9.68813707582629,21.4158819570897,34.6733326924309,19.8861761030119,,,,,,,,,,
All,SS,20,0.4,40,,,0.764852927038917,3.96610640301039,6.12943716828878,11.8983192090312,15.8644256120415,12.9799845916704,,,,,,,,,,
All,SS,20,0.4,60,,,,,1.01980390271856,2.03960780543711,4.07921561087423,1.01980390271856,,,,,,,,,,
All,SS,20,0.4,90,,,,,,,,,,,,,,,,,,
All,SS,20,0.4,180,,,,,,,,,,,,,,,,,,
All,SS,20,0.5,2,,0.524404424085076,0.524404424085076,0.741619848709566,5.19133894096696,17.05725652032,14.0907771254818,6.6745786383861,,,,,,,,,,
All,SS,20,0.5,5,,0.428174419288838,0.428174419288838,1.211060141639,3.63318042491699,23.0101426911409,26.6433231160579,17.5603720537655,,,,,,,,,,
All,SS,20,0.5,10,,0.33166247903554,1.6583123951777,2.81424945589406,11.7260393995586,27.2044114069759,58.6301969977929,25.3282451030465,,,,,,,,,,
All,SS,20,0.5,15,,,1.98997487421324,5.15945733580577,9.8498730956292,36.1162013506404,54.4088228139518,37.9923676545698,,,,,,,,,,
All,SS,20,0.5,20,,,1.6583123951777,3.2832910318764,9.38083151964686,27.6734529829582,52.0636149340401,26.7353698309936,,,,,,,,,,
All,SS,20,0.5,25,,0.33166247903554,0.66332495807108,2.81424945589406,8.91178994366452,23.9211203750995,45.9660744462696,23.4520787991172,,,,,,,,,,
All,SS,20,0.5,30,,,0.99498743710662,2.34520787991172,5.62849891178812,12.1950809755409,26.7353698309936,12.6641225515233,,,,,,,,,,
All,SS,20,0.5,40,,0.234520787991172,1.6416455159382,1.32664991614216,2.98496231131986,9.9498743710662,17.9097738679192,8.95488693395958,,,,,,,,,,
All,SS,20,0.5,60,,,,0.234520787991172,0.234520787991172,1.17260393995586,1.6416455159382,2.34520787991172,,,,,,,,,,
All,SS,20,0.5,90,,,,,,,,,,,,,,,,,,
All,SS,20,0.5,180,,,0.0781735959970572,,,,,,,,,,,,,,,
All,SS,20,0.7,2,,,0.316227766016838,0.447213595499958,1.78885438199983,4.47213595499958,10.285912696499,6.26099033699941,,,,,,,,,,
All,SS,20,0.7,5,,0.258198889747161,0.516397779494322,0.365148371670111,1.46059348668044,8.39841254841255,17.8922702118354,10.5893027784332,,,,,,,,,,
All,SS,20,0.7,10,,,0.8,1.97989898732233,3.95979797464467,11.0308657865101,28.2842712474619,21.2132034355964,,,,,,,,,,
All,SS,20,0.7,15,,0.4,1.4,1.69705627484771,3.39411254969543,21.2132034355964,35.3553390593274,26.021529547665,,,,,,,,,,
All,SS,20,0.7,20,,0.2,1,1.69705627484771,5.65685424949238,13.2936074863071,36.4867099092259,27.1529003975634,,,,,,,,,,
All,SS,20,0.7,25,,0.2,0.8,1.13137084989848,3.39411254969543,9.89949493661167,29.1327993848858,16.1220346110533,,,,,,,,,,
All,SS,20,0.7,30,,,0.2,0.848528137423857,2.54558441227157,7.91959594928933,14.9906637611548,14.142135623731,,,,,,,,,,
