Model,Class,Q,e,i,H6,H8,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25.5
Unk,Pal,2.4,0.3,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.3,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.3,25,,,,,,,,,,,,19.3649167310371,15.4919333848297,38.7298334620742,81.3326502703558,58.0947501931113,,
Unk,Pal,2.4,0.3,30,,,,,,,,7.74596669241484,,,7.74596669241484,77.4596669241484,108.443533693808,185.903200617956,313.711651042801,154.919333848297,,
Unk,Pal,2.4,0.3,40,,,,,,,,,5.47722557505166,16.431676725155,35.6019662378358,57.5108685380425,104.067285925982,142.407864951343,298.508793840316,164.31676725155,,
Unk,Pal,2.4,0.3,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.3,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.3,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.4,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.5,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.7,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,0.9,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.4,1.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,25,,,,4.35889894354067,,,,4.35889894354067,,,,213.586048233493,431.530995410526,845.62639504689,727.936123571292,,,
Unk,Pal,2.6,0.1,30,,,,4.35889894354067,,13.076696830622,17.4355957741627,,,,858.703091877512,2576.10927563254,5221.96093436172,8992.4085205244,9214.71236664498,,,
Unk,Pal,2.6,0.1,40,,,,,,12.3288280059379,,,24.6576560118759,92.4662100445346,286.645251138057,536.304018258301,998.635068480974,1676.72060880756,1821.58433787733,,,
Unk,Pal,2.6,0.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,25,,,,,,,4.12310562561766,8.24621125123532,,,86.5852181379708,338.094661300648,618.465843842649,1063.76125140936,1327.64001144889,,,
Unk,Pal,2.6,0.2,30,,,,,,,,8.24621125123532,,,181.416647527177,692.681745103767,1405.97901833562,2354.29331222768,2865.55840980427,,,
Unk,Pal,2.6,0.2,40,,,,,,,,2.91547594742265,29.1547594742265,58.309518948453,128.280941686597,361.519017480408,539.36305027319,1052.48681701958,1311.96417634019,,,
Unk,Pal,2.6,0.2,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.2,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.3,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.4,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.5,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.7,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,0.9,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.6,1.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,25,,,,,,,4.35889894354068,4.35889894354068,4.35889894354068,,43.5889894354068,104.613574644976,143.843665136842,305.122926047847,91.5368778143542,,,
Unk,Pal,2.8,0.1,30,,,,,,,4.35889894354068,17.4355957741627,,,56.6656862660288,191.79155351579,348.711915483254,710.50052779713,235.380542951197,,,
Unk,Pal,2.8,0.1,40,,,,,,,,,3.08220700148449,,27.7398630133604,58.5619330282053,95.5484170460192,181.850213087585,52.3975190252363,,,
Unk,Pal,2.8,0.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.2,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.3,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.4,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.5,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.7,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,0.9,180,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,2.8,1.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.2,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.3,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.4,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.5,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.7,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,0.9,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3,1.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.1,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.2,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.3,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,20,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,25,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,30,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,40,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,60,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,90,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.4,180,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.5,2,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.5,5,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.5,10,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.5,15,,,,,,,,,,,,,,,,,,
Unk,Pal,3.2,0.5,20,,,,,,,,,,,,,,,,,,
